0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.60
0.00,32.00,16.00,1000.00,0.00,0.50,0.76,0.59
0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.59
0.00,32.00,16.00,1000.00,0.00,0.50,0.76,0.59
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.58
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.58
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.58
0.00,32.00,16.00,1000.00,0.00,0.50,0.77,0.58
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.58
0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.58
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.58
0.00,16.00,8.00,1000.00,0.00,0.50,0.70,0.58
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.58
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.58
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.58
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.58
0.00,16.00,8.00,1000.00,0.00,0.00,0.87,0.57
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.57
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.57
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.57
0.00,16.00,8.00,500.00,0.00,0.00,0.83,0.57
0.00,16.00,8.00,1000.00,0.00,0.00,0.86,0.57
0.00,16.00,16.00,1000.00,0.00,0.00,0.87,0.57
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.57
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.57
0.00,16.00,8.00,500.00,0.00,0.00,0.82,0.57
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.57
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.57
0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.57
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.57
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.57
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.57
0.00,32.00,16.00,1000.00,0.00,0.50,0.76,0.57
0.00,16.00,8.00,500.00,0.00,0.00,0.82,0.56
0.00,16.00,16.00,1000.00,0.00,0.00,0.87,0.56
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.56
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.56
0.00,16.00,8.00,1000.00,0.00,0.00,0.86,0.56
0.00,16.00,8.00,1000.00,0.00,0.50,0.69,0.56
0.00,16.00,16.00,500.00,0.00,0.00,0.83,0.56
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.56
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.56
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.56
0.00,16.00,16.00,500.00,0.00,0.00,0.83,0.56
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.56
0.00,16.00,8.00,1000.00,0.00,0.50,0.70,0.56
0.00,16.00,16.00,500.00,0.00,0.00,0.83,0.56
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.56
0.00,16.00,16.00,1000.00,0.00,0.00,0.87,0.56
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.56
0.00,16.00,8.00,500.00,0.00,0.50,0.65,0.55
0.00,16.00,8.00,1000.00,0.00,0.50,0.70,0.55
0.00,16.00,16.00,500.00,0.00,0.00,0.82,0.55
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.55
0.00,16.00,8.00,500.00,0.00,0.00,0.82,0.55
0.00,16.00,8.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,16.00,1000.00,0.00,0.00,0.86,0.55
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.55
0.00,16.00,8.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.55
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.55
0.00,16.00,8.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,8.00,1000.00,0.00,0.00,0.85,0.55
0.00,16.00,8.00,50.00,0.00,0.00,0.62,0.54
0.00,32.00,8.00,50.00,0.00,0.00,0.65,0.54
0.00,16.00,16.00,500.00,1.00,0.00,0.44,0.54
0.00,16.00,16.00,1000.00,1.00,0.00,0.45,0.54
0.00,32.00,16.00,50.00,0.00,0.00,0.65,0.54
0.00,32.00,8.00,500.00,1.00,0.00,0.39,0.53
0.00,32.00,16.00,50.00,0.00,0.00,0.65,0.53
0.00,32.00,16.00,1000.00,1.00,0.00,0.39,0.53
0.00,16.00,8.00,500.00,1.00,0.00,0.44,0.53
0.00,32.00,16.00,50.00,0.00,0.00,0.65,0.53
0.00,16.00,8.00,50.00,0.00,0.00,0.62,0.53
0.00,16.00,8.00,500.00,1.00,0.00,0.44,0.53
0.00,32.00,16.00,1000.00,1.00,0.00,0.39,0.53
0.00,16.00,8.00,500.00,1.00,0.00,0.44,0.53
0.00,16.00,16.00,50.00,0.00,0.00,0.62,0.53
0.00,32.00,16.00,500.00,1.00,0.00,0.39,0.53
0.00,32.00,16.00,1000.00,1.00,0.00,0.39,0.53
0.00,16.00,8.00,1000.00,1.00,0.00,0.44,0.52
0.00,32.00,8.00,1000.00,1.00,0.00,0.40,0.52
0.00,16.00,8.00,1000.00,1.00,0.00,0.44,0.52
0.00,16.00,16.00,500.00,1.00,0.00,0.44,0.52
0.00,16.00,16.00,1000.00,1.00,0.00,0.45,0.52
0.00,32.00,8.00,50.00,0.00,0.00,0.65,0.52
0.00,32.00,8.00,1000.00,1.00,0.00,0.39,0.52
0.00,32.00,16.00,500.00,1.00,0.00,0.39,0.52
0.00,32.00,16.00,1000.00,1.00,0.00,0.39,0.52
0.00,16.00,8.00,1000.00,1.00,0.00,0.44,0.52
0.00,32.00,8.00,50.00,0.00,0.00,0.66,0.52
0.00,32.00,8.00,500.00,1.00,0.00,0.39,0.52
0.00,32.00,8.00,1000.00,1.00,0.00,0.39,0.52
0.00,32.00,16.00,50.00,0.00,0.00,0.65,0.52
0.00,16.00,8.00,50.00,0.00,0.00,0.62,0.52
0.00,16.00,8.00,1000.00,1.00,0.00,0.45,0.52
0.00,16.00,16.00,1000.00,1.00,0.00,0.44,0.52
0.00,32.00,8.00,50.00,0.00,0.00,0.65,0.52
0.00,16.00,16.00,50.00,0.00,0.00,0.62,0.51
0.00,16.00,16.00,1000.00,1.00,0.00,0.45,0.51
0.00,32.00,16.00,500.00,1.00,0.00,0.39,0.51
0.00,16.00,16.00,50.00,0.00,0.00,0.62,0.51
0.00,32.00,8.00,500.00,1.00,0.00,0.39,0.51
0.00,32.00,16.00,1000.00,1.00,0.50,0.37,0.51
0.00,32.00,16.00,500.00,1.00,0.00,0.39,0.51
0.00,16.00,16.00,500.00,1.00,0.00,0.44,0.51
0.00,16.00,8.00,500.00,1.00,0.00,0.44,0.50
0.00,16.00,8.00,1000.00,1.00,0.50,0.41,0.50
0.00,16.00,16.00,500.00,1.00,0.00,0.44,0.50
0.00,16.00,16.00,500.00,1.00,0.50,0.41,0.50
0.00,32.00,8.00,1000.00,1.00,0.50,0.37,0.50
0.00,16.00,8.00,50.00,0.00,0.00,0.61,0.50
0.00,16.00,16.00,500.00,1.00,0.50,0.40,0.50
0.00,32.00,8.00,1000.00,1.00,0.50,0.37,0.50
0.00,16.00,8.00,500.00,1.00,0.50,0.41,0.50
0.00,16.00,8.00,1000.00,1.00,0.50,0.41,0.50
0.00,16.00,16.00,50.00,0.00,0.00,0.62,0.50
0.00,16.00,16.00,1000.00,1.00,0.50,0.41,0.50
0.00,32.00,8.00,50.00,0.00,0.50,0.54,0.50
0.00,32.00,16.00,50.00,0.00,0.50,0.54,0.50
0.00,32.00,16.00,1000.00,1.00,0.50,0.37,0.50
0.00,16.00,8.00,50.00,1.00,0.00,0.40,0.50
0.00,16.00,8.00,500.00,1.00,0.50,0.41,0.50
0.00,16.00,8.00,1000.00,1.00,0.50,0.41,0.50
0.00,16.00,16.00,1000.00,1.00,0.50,0.41,0.50
0.00,32.00,8.00,500.00,1.00,0.00,0.39,0.50
0.00,32.00,8.00,1000.00,1.00,0.00,0.39,0.50
0.00,32.00,8.00,1000.00,1.00,0.50,0.37,0.50
0.00,32.00,16.00,1000.00,1.00,0.50,0.37,0.50
0.00,16.00,8.00,500.00,1.00,0.50,0.41,0.49
0.00,16.00,16.00,50.00,1.00,0.00,0.40,0.49
0.00,16.00,16.00,1000.00,1.00,0.50,0.41,0.49
0.00,32.00,16.00,50.00,0.00,0.50,0.54,0.49
0.00,32.00,16.00,1000.00,1.00,0.50,0.37,0.49
0.00,16.00,8.00,500.00,1.00,0.50,0.41,0.49
0.00,16.00,8.00,1000.00,1.00,0.50,0.41,0.49
0.00,16.00,16.00,1000.00,1.00,0.50,0.41,0.49
0.00,32.00,8.00,500.00,1.00,0.50,0.36,0.49
0.00,32.00,16.00,50.00,0.00,0.50,0.54,0.49
0.00,32.00,8.00,1000.00,1.00,0.50,0.37,0.49
0.00,16.00,16.00,500.00,1.00,0.50,0.41,0.49
0.00,32.00,16.00,50.00,0.00,0.50,0.53,0.49
0.00,32.00,8.00,50.00,0.00,0.50,0.53,0.48
0.00,32.00,8.00,50.00,1.00,0.00,0.35,0.48
0.00,32.00,16.00,50.00,1.00,0.00,0.35,0.48
0.00,32.00,16.00,500.00,1.00,0.50,0.36,0.48
0.00,16.00,8.00,50.00,0.00,0.50,0.51,0.48
0.00,16.00,8.00,50.00,1.00,0.00,0.40,0.48
0.00,16.00,16.00,50.00,1.00,0.00,0.40,0.48
0.00,32.00,8.00,50.00,0.00,0.50,0.54,0.48
0.00,16.00,8.00,50.00,0.00,0.50,0.51,0.48
0.00,16.00,8.00,50.00,1.00,0.00,0.40,0.48
0.00,16.00,16.00,50.00,0.00,0.50,0.52,0.48
0.00,16.00,16.00,50.00,1.00,0.00,0.40,0.48
0.00,16.00,16.00,500.00,1.00,0.50,0.41,0.48
0.00,32.00,16.00,500.00,1.00,0.50,0.36,0.48
0.00,16.00,8.00,50.00,0.00,0.50,0.52,0.48
0.00,32.00,8.00,50.00,0.00,0.50,0.54,0.48
0.00,32.00,8.00,500.00,1.00,0.50,0.36,0.48
0.00,32.00,16.00,500.00,1.00,0.50,0.36,0.48
0.00,16.00,8.00,50.00,0.00,0.50,0.51,0.47
0.00,16.00,16.00,50.00,0.00,0.50,0.52,0.47
0.00,32.00,8.00,500.00,1.00,0.50,0.36,0.47
0.00,32.00,8.00,50.00,1.00,0.00,0.35,0.47
0.00,32.00,16.00,500.00,1.00,0.50,0.36,0.47
0.00,32.00,8.00,50.00,1.00,0.00,0.35,0.47
0.00,32.00,8.00,500.00,1.00,0.50,0.36,0.47
0.00,16.00,16.00,50.00,0.00,0.50,0.52,0.47
0.00,16.00,16.00,50.00,1.00,0.00,0.40,0.47
0.00,16.00,8.00,50.00,1.00,0.00,0.40,0.46
0.00,16.00,16.00,50.00,0.00,0.50,0.51,0.46
0.00,32.00,16.00,50.00,1.00,0.00,0.35,0.46
0.00,32.00,16.00,50.00,1.00,0.00,0.35,0.46
0.00,32.00,8.00,50.00,1.00,0.00,0.35,0.46
0.00,32.00,16.00,50.00,1.00,0.00,0.35,0.46
0.00,32.00,8.00,50.00,1.00,0.50,0.32,0.44
0.00,16.00,16.00,50.00,1.00,0.50,0.35,0.43
0.00,32.00,8.00,50.00,1.00,0.50,0.32,0.43
0.00,16.00,8.00,50.00,1.00,0.50,0.35,0.43
0.00,16.00,16.00,50.00,1.00,0.50,0.36,0.43
0.00,16.00,8.00,50.00,1.00,0.50,0.36,0.43
0.00,16.00,16.00,50.00,1.00,0.50,0.35,0.43
0.00,16.00,8.00,50.00,1.00,0.50,0.35,0.42
0.00,32.00,16.00,50.00,1.00,0.50,0.32,0.42
0.00,32.00,8.00,50.00,1.00,0.50,0.32,0.42
0.00,32.00,16.00,50.00,1.00,0.50,0.32,0.42
0.00,16.00,16.00,50.00,1.00,0.50,0.35,0.42
0.00,32.00,8.00,50.00,1.00,0.50,0.32,0.42
0.00,32.00,16.00,50.00,1.00,0.50,0.32,0.42
0.00,32.00,16.00,50.00,1.00,0.50,0.32,0.41
0.00,16.00,8.00,50.00,1.00,0.50,0.35,0.41
